,Date,County,Avg_PM2.5,AQI_Category
452,2020-01-21,Lake,2.24583333333333,Good
453,2020-01-21,Lane,5.25625,Good
454,2020-01-21,Linn,4.084722222222223,Good
455,2020-01-21,Marion,6.31666666666667,Good
456,2020-01-21,Multnomah,4.36111111111111,Good
457,2020-01-21,Umatilla,14.0083333333333,Moderate
458,2020-01-21,Union,8.89166666666667,Good
459,2020-01-21,Wallowa,13.395833333333302,Moderate
460,2020-01-21,Wasco,,NA
461,2020-01-21,Washington,6.375,Good
462,2020-01-22,Baker,12.129166666666698,Moderate
463,2020-01-22,Benton,2.38333333333333,Good
464,2020-01-22,Clackamas,,NA
465,2020-01-22,Crook,5.225,Good
466,2020-01-22,Deschutes,2.3041666666666654,Good
467,2020-01-22,Douglas,6.2833333333333306,Good
468,2020-01-22,Grant,10.2125,Good
469,2020-01-22,Harney,11.6166666666667,Good
470,2020-01-22,Jackson,6.9611111111111095,Good
471,2020-01-22,Jefferson,2.2333333333333303,Good
472,2020-01-22,Josephine,4.315277777777777,Good
473,2020-01-22,Klamath,19.0833333333333,Moderate
474,2020-01-22,Lake,2.77916666666667,Good
475,2020-01-22,Lane,5.015277777777783,Good
476,2020-01-22,Linn,4.987500000000003,Good
477,2020-01-22,Marion,2.24583333333333,Good
478,2020-01-22,Multnomah,2.21388888888889,Good
479,2020-01-22,Umatilla,4.9041666666666694,Good
480,2020-01-22,Union,6.74583333333333,Good
481,2020-01-22,Wallowa,6.225,Good
482,2020-01-22,Wasco,,NA
483,2020-01-22,Washington,2.4180555555555565,Good
484,2020-01-23,Baker,19.6916666666667,Moderate
485,2020-01-23,Benton,1.73333333333333,Good
486,2020-01-23,Clackamas,,NA
487,2020-01-23,Crook,5.37083333333333,Good
488,2020-01-23,Deschutes,3.58125,Good
489,2020-01-23,Douglas,4.85833333333333,Good
490,2020-01-23,Grant,13.716666666666699,Moderate
491,2020-01-23,Harney,15.9875,Moderate
492,2020-01-23,Jackson,6.902777777777767,Good
493,2020-01-23,Jefferson,2.0833333333333304,Good
494,2020-01-23,Josephine,6.452777777777777,Good
495,2020-01-23,Klamath,20.5125,Moderate
496,2020-01-23,Lake,7.025,Good
497,2020-01-23,Lane,3.2104166666666685,Good
498,2020-01-23,Linn,4.531944444444443,Good
499,2020-01-23,Marion,2.44583333333333,Good
500,2020-01-23,Multnomah,2.6097222222222234,Good
501,2020-01-23,Umatilla,4.2625,Good
502,2020-01-23,Union,4.925,Good
503,2020-01-23,Wallowa,8.86666666666667,Good
504,2020-01-23,Wasco,,NA
505,2020-01-23,Washington,2.864583333333335,Good
506,2020-01-24,Baker,10.7333333333333,Good
507,2020-01-24,Benton,3.9625,Good
508,2020-01-24,Clackamas,,NA
509,2020-01-24,Crook,7.2,Good
510,2020-01-24,Deschutes,3.8291666666666697,Good
511,2020-01-24,Douglas,5.23333333333333,Good
512,2020-01-24,Grant,13.9291666666667,Moderate
513,2020-01-24,Harney,16.6875,Moderate
514,2020-01-24,Jackson,5.979166666666669,Good
515,2020-01-24,Jefferson,5.9666666666666694,Good
516,2020-01-24,Josephine,5.0249999999999995,Good
517,2020-01-24,Klamath,9.43333333333333,Good
518,2020-01-24,Lake,2.7291666666666696,Good
519,2020-01-24,Lane,4.228472222222224,Good
520,2020-01-24,Linn,4.495833333333334,Good
521,2020-01-24,Marion,3.7333333333333303,Good
522,2020-01-24,Multnomah,2.9888888888888903,Good
523,2020-01-24,Umatilla,5.00833333333333,Good
524,2020-01-24,Union,6.825,Good
525,2020-01-24,Wallowa,6.29583333333333,Good
526,2020-01-24,Wasco,,NA
527,2020-01-24,Washington,4.2888888888888905,Good
528,2020-01-25,Baker,7.50833333333333,Good
529,2020-01-25,Benton,4.9125,Good
530,2020-01-25,Clackamas,,NA
531,2020-01-25,Crook,3.225,Good
532,2020-01-25,Deschutes,3.985416666666665,Good
533,2020-01-25,Douglas,5.7,Good
534,2020-01-25,Grant,10.7583333333333,Good
535,2020-01-25,Harney,16.325,Moderate
536,2020-01-25,Jackson,5.220833333333332,Good
537,2020-01-25,Jefferson,3.94166666666667,Good
538,2020-01-25,Josephine,4.87361111111111,Good
